Id;Marker;NumVertici;Vertici...;NumSpigoli;Spigoli...
0;0;3;0;6;7;3;0;26;28
1;0;3;1;6;7;3;4;26;29
2;0;3;0;6;8;3;0;27;30
3;0;3;3;6;8;3;13;27;31
4;0;3;6;1;9;3;4;5;32
5;0;3;1;10;9;3;6;34;5
6;0;3;10;4;9;3;33;18;34
7;0;3;4;11;9;3;19;38;18
8;0;3;11;3;9;3;37;14;38
9;0;3;3;6;9;3;13;32;14
10;0;3;1;10;12;3;6;35;41
11;0;3;2;10;12;3;9;35;42
12;0;3;2;10;13;3;9;36;43
13;0;3;4;10;13;3;33;36;44
14;0;3;4;11;14;3;19;39;45
15;0;3;5;11;14;3;22;39;46
16;0;3;3;11;15;3;37;40;47
17;0;3;5;11;15;3;22;40;48
18;0;3;0;19;8;3;1;62;30
19;0;3;3;19;8;3;15;62;31
20;0;3;0;19;20;3;1;63;64
21;0;3;16;19;20;3;49;63;65
22;0;3;19;3;21;3;15;16;66
23;0;3;3;22;21;3;17;69;16
24;0;3;22;17;21;3;68;54;69
25;0;3;17;23;21;3;55;72;54
26;0;3;23;16;21;3;71;50;72
27;0;3;16;19;21;3;49;66;50
28;0;3;3;22;15;3;17;67;47
29;0;3;5;22;15;3;23;67;48
30;0;3;5;22;24;3;23;70;75
31;0;3;17;22;24;3;68;70;76
32;0;3;17;23;25;3;55;73;77
33;0;3;18;23;25;3;58;73;78
34;0;3;16;23;26;3;71;74;79
35;0;3;18;23;26;3;58;74;80
36;0;3;0;30;20;3;2;94;64
37;0;3;16;30;20;3;51;94;65
38;0;3;0;30;31;3;2;95;96
39;0;3;27;30;31;3;81;95;97
40;0;3;30;16;32;3;51;52;98
41;0;3;16;33;32;3;53;101;52
42;0;3;33;28;32;3;100;86;101
43;0;3;28;34;32;3;87;104;86
44;0;3;34;27;32;3;103;82;104
45;0;3;27;30;32;3;81;98;82
46;0;3;16;33;26;3;53;99;79
47;0;3;18;33;26;3;59;99;80
48;0;3;18;33;35;3;59;102;107
49;0;3;28;33;35;3;100;102;108
50;0;3;28;34;36;3;87;105;109
51;0;3;29;34;36;3;90;105;110
52;0;3;27;34;37;3;103;106;111
53;0;3;29;34;37;3;90;106;112
54;0;3;0;39;31;3;3;118;96
55;0;3;27;39;31;3;83;118;97
56;0;3;0;39;7;3;3;117;28
57;0;3;1;39;7;3;7;117;29
58;0;3;39;27;40;3;83;84;119
59;0;3;27;41;40;3;85;122;84
60;0;3;41;38;40;3;121;113;122
61;0;3;38;42;40;3;114;126;113
62;0;3;42;1;40;3;124;8;126
63;0;3;1;39;40;3;7;119;8
64;0;3;27;41;37;3;85;120;111
65;0;3;29;41;37;3;91;120;112
66;0;3;29;41;43;3;91;123;128
67;0;3;38;41;43;3;121;123;129
68;0;3;38;42;44;3;114;127;131
69;0;3;2;42;44;3;10;127;130
70;0;3;1;42;12;3;124;125;41
71;0;3;2;42;12;3;10;125;42
72;0;3;45;48;49;3;132;146;148
73;0;3;46;48;49;3;136;146;149
74;0;3;45;48;50;3;132;147;150
75;0;3;47;48;50;3;141;147;151
76;0;3;48;46;51;3;136;137;152
77;0;3;46;52;51;3;138;155;137
78;0;3;52;4;51;3;153;20;155
79;0;3;4;53;51;3;21;159;20
80;0;3;53;47;51;3;158;142;159
81;0;3;47;48;51;3;141;152;142
82;0;3;46;52;54;3;138;156;162
83;0;3;5;52;54;3;24;156;161
84;0;3;5;52;14;3;24;154;46
85;0;3;4;52;14;3;153;154;45
86;0;3;4;53;13;3;21;157;44
87;0;3;2;53;13;3;11;157;43
88;0;3;47;53;55;3;158;160;164
89;0;3;2;53;55;3;11;160;163
90;0;3;45;57;58;3;133;171;172
91;0;3;56;57;58;3;165;171;173
92;0;3;45;57;49;3;133;170;148
93;0;3;46;57;49;3;139;170;149
94;0;3;57;56;59;3;165;166;174
95;0;3;56;60;59;3;167;177;166
96;0;3;60;17;59;3;175;56;177
97;0;3;17;61;59;3;57;182;56
98;0;3;61;46;59;3;180;140;182
99;0;3;46;57;59;3;139;174;140
100;0;3;56;60;62;3;167;178;184
101;0;3;18;60;62;3;60;178;183
102;0;3;18;60;25;3;60;176;78
103;0;3;17;60;25;3;175;176;77
104;0;3;17;61;24;3;57;179;76
105;0;3;5;61;24;3;25;179;75
106;0;3;46;61;54;3;180;181;162
107;0;3;5;61;54;3;25;181;161
108;0;3;45;64;65;3;134;191;192
109;0;3;63;64;65;3;185;191;193
110;0;3;45;64;58;3;134;190;172
111;0;3;56;64;58;3;168;190;173
112;0;3;64;63;66;3;185;186;194
113;0;3;63;67;66;3;187;197;186
114;0;3;67;28;66;3;195;88;197
115;0;3;28;68;66;3;89;202;88
116;0;3;68;56;66;3;200;169;202
117;0;3;56;64;66;3;168;194;169
118;0;3;63;67;69;3;187;198;204
119;0;3;29;67;69;3;92;198;203
120;0;3;29;67;36;3;92;196;110
121;0;3;28;67;36;3;195;196;109
122;0;3;28;68;35;3;89;199;108
123;0;3;18;68;35;3;61;199;107
124;0;3;56;68;62;3;200;201;184
125;0;3;18;68;62;3;61;201;183
126;0;3;45;70;50;3;135;205;150
127;0;3;47;70;50;3;143;205;151
128;0;3;45;70;65;3;135;206;192
129;0;3;63;70;65;3;188;206;193
130;0;3;70;47;71;3;143;144;207
131;0;3;47;72;71;3;145;211;144
132;0;3;72;38;71;3;208;115;211
133;0;3;38;73;71;3;116;215;115
134;0;3;73;63;71;3;213;189;215
135;0;3;63;70;71;3;188;207;189
136;0;3;47;72;55;3;145;210;164
137;0;3;2;72;55;3;12;210;163
138;0;3;2;72;44;3;12;209;130
139;0;3;38;72;44;3;208;209;131
140;0;3;38;73;43;3;116;212;129
141;0;3;29;73;43;3;93;212;128
142;0;3;63;73;69;3;213;214;204
143;0;3;29;73;69;3;93;214;203
